,prolific_id,title,cond,item_idx,item_id,q_id,a_id,question,answer,rt,time,exp,a,yes,no,unclear,val,Unnamed: 0,iter
2745,5f4a5983a08b215d74d2cd99,Investment Offer,non_moral,17.0,54,1,1,Why?,"&quot;Past performance is not an indication of future returns&quot; is often a disclaimer on many investment platforms, if I had 1000 spare to invest howeever, it would not be on a poorly performing mutual fund.",67662.0,2022-09-13 19:35:09,non_moral,"&quot;Past performance is not an indication of future returns&quot; is often a disclaimer on many investment platforms, if I had 1000 spare to invest howeever, it would not be on a poorly performing mutual fund.",na,na,na,na,,
2746,5bec8053b6b5ab00017c7349,Infanticide,personal_moral,54.0,31,1,1,Why?,Because you are responsible for that life. You can't just throw it away because it is inconvenient,92472.0,2022-09-13 19:35:16,personal_moral,Because you are responsible for that life. You can't just throw it away because it is inconvenient,na,na,na,na,,
2747,5bec8053b6b5ab00017c7349,Infanticide,personal_moral,54.0,31,0,0,"You are a fifteen year-old girl who has become pregnant. By wearing loose  clothing and deliberately putting on weight you have managed to keep your pregnancy a secret. One day, while at school, your water breaks. You run to the girls locker room and hide for several hours while you deliver the baby. You are sure that you are not prepared to care for this baby. You think to yourself that it would be such a relief to simply clean up the mess youâ€™ve made in the locker room, wrap the baby in some towels, throw the baby in the dumpster behind the school, and act as if nothing had ever happened. Is it appropriate for you to throw your baby in the dumpster in order to move on with your life?",No,92472.0,2022-09-13 19:35:16,personal_moral,No,False,True,False,no,,
2748,5f3bdc715637da0bc38980ba,Investment Offer,non_moral,51.0,54,1,1,Why?,In this case it doesn't appear to make financial sense.,60504.0,2022-09-13 19:35:18,non_moral,In this case it doesn't appear to make financial sense.,na,na,na,na,,
2749,5f3bdc715637da0bc38980ba,Investment Offer,non_moral,51.0,54,0,0,"You are at home one day when the mail arrives. You receive a  letter from a reputable corporation that provides financial services. They have invited you to invest in a mutual fund, beginning with an initial investment of one thousand dollars. As it happens, you are familiar with this particular mutual fund. It has not performed very well over the past few years, and, based on what you know, there is no reason to think that it will perform any better in the future. Would you invest a thousand dollars in this mutual fund in order to make money?",No,60504.0,2022-09-13 19:35:18,non_moral,No,False,True,False,no,,
2750,5f4a5983a08b215d74d2cd99,Sculpture ,impersonal_moral,18.0,9,1,1,Why?,The value of the workman's life far outvalues any art.,33178.0,2022-09-13 19:35:42,impersonal_moral,The value of the workman's life far outvalues any art.,na,na,na,na,,
2751,5f4a5983a08b215d74d2cd99,Sculpture ,impersonal_moral,18.0,9,0,0,"You are visiting the sculpture garden of a wealthy art collector. The garden  overlooks a valley containing a set of train tracks. A railway workman is working on the tracks, and an empty runaway trolley is heading down the tracks toward the workman. The only way to save the workmanâ€™s life is to push one of the art collectorâ€™sprized sculptures down into the valley so that it will roll onto the tracks and block the trolleyâ€™s passage. Doing this will destroy the sculpture. Is it appropriate for you to destroy the sculpture in order to save this workmanâ€™s life?",Yes ,33178.0,2022-09-13 19:35:42,impersonal_moral,Yes ,True,False,False,yes,,
2752,57a48845eeaf6d00018d62d7,Submarine,personal_moral,53.0,36,0,0,You are the captain of a military submarine travelling underneath a large iceberg.  An onboard explosion has caused you to lose most of your oxygen supply and has injured one of your crew who is quickly losing blood. The injured crew member is going to die from his wounds no matter what happens. The remaining oxygen is not sufficient for the entire crew to make it to the surface. The only way to save the other crew members is to shoot dead the injured crew member so that there will be just enough oxygen for the rest of the crew to survive. Is it appropriate for you to kill the fatally injured crew member in order to save the lives of the remaining crew members?,yes,37053.0,2022-09-13 19:35:44,personal_moral,yes,True,False,False,yes,,
2753,57a48845eeaf6d00018d62d7,Submarine,personal_moral,53.0,36,1,1,Why?,might as well if hes fatally injured,37053.0,2022-09-13 19:35:44,personal_moral,might as well if hes fatally injured,na,na,na,na,,
2754,5f3bdc715637da0bc38980ba,Lost Wallet,impersonal_moral,52.0,20,0,0,"You are walking down the street when you come across a wallet lying  on the ground. You open the wallet and find that it contains several hundred dollars in cash as well the ownerâ€™s driverâ€™s license. From the credit cards and other items in the wallet itâ€™s very clear that the walletâ€™s owner is wealthy. You, on the other hand, have been hit by hard times recently and could really use some extra money. You consider sending the wallet back to the owner without the cash, keeping the cash for yourself. Is it appropriate for you to keep the money you found in the wallet in order to have more money for yourself?",No,50269.0,2022-09-13 19:36:09,impersonal_moral,No,False,True,False,no,,
2755,5f3bdc715637da0bc38980ba,Lost Wallet,impersonal_moral,52.0,20,1,1,Why?,It is theft from another for somewhat trivial reasons.,50269.0,2022-09-13 19:36:09,impersonal_moral,It is theft from another for somewhat trivial reasons.,na,na,na,na,,
2756,5bec8053b6b5ab00017c7349,Environmental Policy A1,impersonal_moral,55.0,7,1,1,Why?,policy A will cause the fewest deaths,55456.0,2022-09-13 19:36:12,impersonal_moral,policy A will cause the fewest deaths,na,na,na,na,,
2757,5bec8053b6b5ab00017c7349,Environmental Policy A1,impersonal_moral,55.0,7,0,0,"You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 92% chance of causing no deaths and an 8% chance of causing 10, 000 deaths. Is it appropriate for you to vote for Policy A over Policy B?",Yes,55456.0,2022-09-13 19:36:12,impersonal_moral,Yes,True,False,False,yes,,
2758,5f4a5983a08b215d74d2cd99,Three-for-Seven Fumes,impersonal_moral,19.0,13,1,1,Why?,I would be actively responsible for the deaths of the patients.,37947.0,2022-09-13 19:36:20,impersonal_moral,I would be actively responsible for the deaths of the patients.,na,na,na,na,,
2759,5f4a5983a08b215d74d2cd99,Three-for-Seven Fumes,impersonal_moral,19.0,13,0,0,"You are the late-night watchman in a hospital. Due to an accident in  the building next door, there are deadly fumes rising up through the hospitalâ€™s ventilation system. In a certain room of the hospital are three patients. In another room there are seven patients. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths. The only way to save these patients is to hit a certain switch, which will cause the fumes to bypass the room containing the three people. As a result of doing this the fumes will enter the room containing the seven patients, causing their deaths. Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?",No,37947.0,2022-09-13 19:36:20,impersonal_moral,No,False,True,False,no,,
2760,57a48845eeaf6d00018d62d7,Donation,impersonal_moral,54.0,5,1,1,Why?,sholdnt feel guilty if you cant afford it,36962.0,2022-09-13 19:36:21,impersonal_moral,sholdnt feel guilty if you cant afford it,na,na,na,na,,
2761,57a48845eeaf6d00018d62d7,Donation,impersonal_moral,54.0,5,0,0,You are at home one day when the mail arrives. You receive a  letter from a reputable international aid organization. The letter asks you to make a donation of two hundred dollars to their organization. The letter explains that a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world. Is it appropriate for you to not make a donation to this organization in order to save money?,yes,36962.0,2022-09-13 19:36:21,impersonal_moral,yes,True,False,False,yes,,
2764,5f3bdc715637da0bc38980ba,Environmental Policy B2,impersonal_moral,53.0,17,1,1,Why?,The risk of a significant increase in deaths appears to be unjustifiable.,65189.0,2022-09-13 19:37:14,impersonal_moral,The risk of a significant increase in deaths appears to be unjustifiable.,na,na,na,na,,
2765,5f3bdc715637da0bc38980ba,Environmental Policy B2,impersonal_moral,53.0,17,0,0,You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy A over Policy B?,No,65189.0,2022-09-13 19:37:14,impersonal_moral,No,False,True,False,no,,
2766,5f4a5983a08b215d74d2cd99,Lawrence of Arabia,personal_moral,20.0,37,0,0,"You are the leader of a small army that consists of warriors from  two tribes, the hill tribe and the river tribe. You belong to neither tribe. During the night a hill tribesman got into an argument with a river tribesman and murdered him. The river tribe will attack the hill tribe unless the murderer is put to death, but the hill tribe refuses to kill one of its own warriors. The only way for you to avoid a war between the two tribes that will costs hundreds of lives is to publicly execute the murderer by cutting off is head with your sword. Is it appropriate for you to cut off this manâ€™s head in order to prevent the two tribes from fighting a war that will cost hundreds of lives?",Yes,71988.0,2022-09-13 19:37:32,personal_moral,Yes,True,False,False,yes,,
